cluster_name,cluster_id,track_count,track_files,avg_tempo_bpm,tempo_std,avg_duration_seconds,avg_duration_minutes,duration_std_seconds,avg_energy,energy_std,avg_brightness_hz,brightness_std,common_key,key_diversity,avg_phases,climax_percentage,breakdown_percentage,dominant_mood,mood_diversity,dominant_character,character_diversity,homogeneity_score,musical_coherence
Cluster_0,0,2,2021 12 20 chiminy biscuits.aif; 2022 06 05 negative 60.aif,102.0000,38.4000,290.0000,4.8300,53.7400,0.0195,0.0100,1525.5710,43.8780,D,2,14.0000,50.0000,0.0000,synthetic,2,rich_texture,2,1.6110,Moderate Coherence
Cluster_1,1,1,Timeliner.wav,101.3000,,172.8700,2.8800,,0.1595,,1277.0240,,C,1,10.0000,100.0000,0.0000,percussive,1,warm_harmonics,1,0.0000,Single Track
