total_files,total_duration_seconds,avg_duration_seconds,unique_keys,avg_tempo,avg_energy,avg_brightness,total_phases
9,4193.872562358277,465.98584026203076,3,115.63867659572742,0.08400368690490723,1459.5107928819255,167
