total_files,total_duration_seconds,avg_duration_seconds,unique_keys,avg_tempo,avg_energy,avg_brightness,total_phases
3,752.8725623582766,250.9575207860922,2,101.81001238810741,0.06618926674127579,1442.722158905725,38
